id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size
1,4,8,Intel Itanium 9750,9750,2017-05-01,32,6.4,2530,,,32768,170,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/122884/intel-itanium-processor-9750-32m-cache-2-53-ghz.html,Server,,Discontinued,95,122884,
2,8,16,Intel Itanium 9760,9760,2017-05-01,32,6.4,2660,,,32768,170,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/122883/intel-itanium-processor-9760-32m-cache-2-66-ghz.html,Server,,Launched,95,122883,
3,4,8,Intel Itanium 9720,9720,2017-05-01,32,6.4,1730,,,20480,130,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/122882/intel-itanium-processor-9720-20m-cache-1-73-ghz.html,Server,,Launched,95,122882,
4,8,16,Intel Itanium 9740,9740,2017-05-01,32,6.4,2130,,,24576,170,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/122880/intel-itanium-processor-9740-24m-cache-2-13-ghz.html,Server,,Launched,95,122880,
5,4,8,Intel Itanium 9520,9520,2012-11-01,32,6.4,1730,,,20480,130,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/71702/intel-itanium-processor-9520-20m-cache-1-73-ghz.html,Server,,Discontinued,95,71702,
6,8,16,Intel Itanium 9540,9540,2012-11-01,32,6.4,2130,,,24576,170,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/71701/intel-itanium-processor-9540-24m-cache-2-13-ghz.html,Server,,Discontinued,95,71701,
7,4,8,Intel Itanium 9550,9550,2012-11-01,32,6.4,2400,,,32768,170,,,"",LGA1248,,https://ark.intel.com/content/www/us/en/ark/products/71700/intel-itanium-processor-9550-32m-cache-2-40-ghz.html,Server,,Discontinued,95,71700,
8,2,4,Intel Itanium 9152M,9152M,2007-11-01,90,667,1660,,,24576,104,,,"",,,https://ark.intel.com/content/www/us/en/ark/products/34655/intel-itanium-processor-9152m-24m-cache-1-66-ghz-667-mhz-fsb.html,Server,,Discontinued,76,34655,113mm x 48.26mm
9,2,4,Intel Itanium 9150N,9150N,2007-11-01,90,533,1600,,,24576,104,,,"",PPGA611,,https://ark.intel.com/content/www/us/en/ark/products/31796/intel-itanium-processor-9150n-24m-cache-1-60-ghz-533-mhz-fsb.html,Server,,Discontinued,76,31796,113mm x 48.26mm
10,2,4,Intel Itanium 9140N,9140N,2007-11-01,90,533,1600,,,18432,104,,,"",PPGA611,,https://ark.intel.com/content/www/us/en/ark/products/31795/intel-itanium-processor-9140n-18m-cache-1-60-ghz-533-mhz-fsb.html,Server,,Discontinued,76,31795,113mm x 48.26mm
11,1,,Intel Quark SE C1000,C1000,2015-11-01,,,32,,,8,,,,"","WL-CSP144, VFBGA144",,https://ark.intel.com/content/www/us/en/ark/products/91949/intel-quark-se-c1000-microcontroller.html,Embedded,,Discontinued,85,91949,10mmX10mm
12,4,8,Intel Core i7-8557U,i7-8557U,2019-08-01,14,4,1700,4500,,8192,15,,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/192996/intel-core-i78557u-processor-8m-cache-up-to-4-50-ghz.html,Mobile,33554432,Launched,100,192996,46x24
13,4,8,Intel Core i5-8257U,i5-8257U,2019-08-01,14,4,1400,3900,,6144,15,,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/191067/intel-core-i58257u-processor-6m-cache-up-to-3-90-ghz.html,Mobile,33554432,Launched,100,191067,46x24
14,2,4,Intel Core i7-7560U,i7-7560U,2017-02-01,14,,2400,3800,,4096,15,,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/97540/intel-core-i77560u-processor-4m-cache-up-to-3-80-ghz.html,Mobile,33554432,Launched,100,97540,42x24x1.3
15,2,4,Intel Core i5-7260U,i5-7260U,2017-02-01,14,,2200,3400,,4096,15,,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/97539/intel-core-i57260u-processor-4m-cache-up-to-3-40-ghz.html,Mobile,33554432,Launched,100,97539,42x24x1.3
16,2,4,Intel Core i7-7660U,i7-7660U,2017-02-01,14,4,2500,4000,,4096,15,,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/97537/intel-core-i77660u-processor-4m-cache-up-to-4-00-ghz.html,Mobile,33554432,Launched,100,97537,42x24x1.3
17,2,4,Intel Core i5-7360U,i5-7360U,2017-02-01,14,4,2300,3600,,4096,15,,,"",FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/97535/intel-core-i57360u-processor-4m-cache-up-to-3-60-ghz.html,Mobile,33554432,Launched,100,97535,42x24x1.3
18,4,8,Intel Core i7-1065G7,i7-1065G7,2019-08-01,10,4,1300,3900,1500,8192,15,25,,"",FCBGA1526,"DDR4-3200, LPDDR4-3733",https://ark.intel.com/content/www/us/en/ark/products/196597/intel-core-i71065g7-processor-8m-cache-up-to-3-90-ghz.html,Mobile,67108864,Launched,100,196597,50mm x 25mm
19,2,4,Intel Core i3-1000G4,i3-1000G4,2019-08-01,10,4,1100,3200,,4096,9,,,"",,LPDDR4-3733,https://ark.intel.com/content/www/us/en/ark/products/197123/intel-core-i31000g4-processor-4m-cache-up-to-3-20-ghz.html,Mobile,33554432,Launched,100,197123,26.5 mm x 18.5 mm
20,4,8,Intel Core i5-1030G4,i5-1030G4,2019-08-01,10,4,700,3500,1000,6144,9,12,,"",,LPDDR4-3733,https://ark.intel.com/content/www/us/en/ark/products/197121/intel-core-i51030g4-processor-6m-cache-up-to-3-50-ghz.html,Mobile,33554432,Discontinued,100,197121,26.5 mm x 18.5 mm
21,4,8,Intel Core i7-1060G7,i7-1060G7,2019-08-01,10,4,1000,3800,1300,8192,9,12,,"",,LPDDR4-3733,https://ark.intel.com/content/www/us/en/ark/products/197120/intel-core-i71060g7-processor-8m-cache-up-to-3-80-ghz.html,Mobile,33554432,Launched,100,197120,26.5 mm x 18.5 mm
22,4,8,Intel Core i5-1030G7,i5-1030G7,2019-08-01,10,4,800,3500,1100,6144,9,12,,"",,LPDDR4-3733,https://ark.intel.com/content/www/us/en/ark/products/197119/intel-core-i51030g7-processor-6m-cache-up-to-3-50-ghz.html,Mobile,33554432,Discontinued,100,197119,26.5 mm x 18.5 mm
23,4,8,Intel Xeon E3-1258L v4,E3-1258LV4,2015-05-01,14,5,1800,3200,,6144,47,,,"",FCBGA1364,DDR3L 1600,https://ark.intel.com/content/www/us/en/ark/products/88096/intel-xeon-processor-e31258l-v4-6m-cache-1-80-ghz.html,Embedded,33554432,Launched,105,88096,37.5mm x 32mm x 1.8mm
24,8,16,Intel Xeon Gold 6250L,6250L,2020-02-01,14,,3900,4500,,36608,185,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/202780/intel-xeon-gold-6250l-processor-35-75m-cache-3-90-ghz.html,Server,4831838208,Launched,60,202780,76.0mm x 56.5mm
25,24,48,Intel Xeon Gold 5220R,5220R,2020-02-01,14,,2200,4000,,36608,150,,,"",FCLGA3647,DDR4-2667,https://ark.intel.com/content/www/us/en/ark/products/199354/intel-xeon-gold-5220r-processor-35-75m-cache-2-20-ghz.html,Server,1073741824,Launched,86,199354,76.0mm x 56.5mm
26,16,32,Intel Xeon Gold 6246R,6246R,2020-02-01,14,,3400,4100,,36608,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/199353/intel-xeon-gold-6246r-processor-35-75m-cache-3-40-ghz.html,Server,1073741824,Launched,75,199353,76.0mm x 56.5mm
27,20,40,Intel Xeon Gold 6242R,6242R,2020-02-01,14,,3100,4100,,36608,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/199352/intel-xeon-gold-6242r-processor-35-75m-cache-3-10-ghz.html,Server,1073741824,Launched,76,199352,76.0mm x 56.5mm
28,24,48,Intel Xeon Gold 6248R,6248R,2020-02-01,14,,3000,4000,,36608,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/199351/intel-xeon-gold-6248r-processor-35-75m-cache-3-00-ghz.html,Server,1073741824,Launched,75,199351,76.0mm x 56.5mm
29,28,56,Intel Xeon Gold 6258R,6258R,2020-02-01,14,,2700,4000,,39424,205,,,"",FCLGA3647,DDR4-2933,https://ark.intel.com/content/www/us/en/ark/products/199350/intel-xeon-gold-6258r-processor-38-5m-cache-2-70-ghz.html,Server,1073741824,Launched,74,199350,76.0mm x 56.5mm
30,4,8,Intel Core i5-8260U,i5-8260U,2019-11-01,14,4,1600,3900,1800,6144,15,25,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/198389/intel-core-i58260u-processor-6m-cache-up-to-3-90-ghz.html,Mobile,67108864,Launched,100,198389,46x24
31,2,4,Intel Core i5-8310Y,i5-8310Y,2019-02-01,14,4,1600,3900,,4096,7,,,"",FCBGA1515,"LPDDR3-2133, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/194697/intel-core-i58310y-processor-4m-cache-up-to-3-90-ghz.html,Mobile,16777216,Launched,100,194697,20mm X 16.5mm
32,4,8,Intel Core i5-8365UE,i5-8365UE,2019-05-01,14,4,1600,4100,1800,6144,15,25,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/193559/intel-core-i58365ue-processor-6m-cache-up-to-4-10-ghz.html,Embedded,67108864,Launched,100,193559,46 x 24
33,4,8,Intel Core i5-8365U,i5-8365U,2019-05-01,14,4,1600,4100,1900,6144,15,25,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/193555/intel-core-i58365u-processor-6m-cache-up-to-4-10-ghz.html,Mobile,67108864,Launched,100,193555,46x24
34,4,8,Intel Core i5-8279U,i5-8279U,2019-05-01,14,4,2400,4100,,6144,28,,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/191070/intel-core-i58279u-processor-6m-cache-up-to-4-10-ghz.html,Mobile,33554432,Launched,100,191070,46x24
35,2,4,Intel Core i5-8210Y,i5-8210Y,2019-02-01,14,4,1600,3600,,4096,7,,,"",FCBGA1515,"LPDDR3-2133, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/189912/intel-core-i58210y-processor-4m-cache-up-to-3-60-ghz.html,Mobile,16777216,Discontinued,100,189912,20mm X 16.5mm
36,2,4,Intel Core i5-4220Y,i5-4220Y,2014-05-01,22,5,1600,2000,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/81020/intel-core-i54220y-processor-3m-cache-up-to-2-00-ghz.html,Mobile,16777216,Discontinued,100,81020,40mm x 24mm x 1.5mm
37,2,4,Intel Core i5-4210U,i5-4210U,2014-05-01,22,5,1700,2700,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/81016/intel-core-i54210u-processor-3m-cache-up-to-2-70-ghz.html,Mobile,16777216,Discontinued,100,81016,40mm x 24mm x 1.5mm
38,2,4,Intel Core i5-4210M,i5-4210M,2014-05-01,22,5,2600,3200,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/81012/intel-core-i54210m-processor-3m-cache-up-to-3-20-ghz.html,Mobile,33554432,Discontinued,100,81012,37.5mm x 37.5mm x 4.7mm
39,4,4,Intel Core i5-4460S,i5-4460S,2014-05-01,22,5,2900,3400,,6144,65,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80818/intel-core-i54460s-processor-6m-cache-up-to-3-40-ghz.html,Desktop,33554432,Discontinued,71.35,80818,37.5mm x 37.5mm
40,4,4,Intel Core i5-4460,i5-4460,2014-05-01,22,5,3200,3400,,6144,84,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80817/intel-core-i54460-processor-6m-cache-up-to-3-40-ghz.html,Desktop,33554432,Discontinued,72.72,80817,37.5mm x 37.5mm
41,2,4,Intel Core i5-4278U,i5-4278U,2014-08-01,22,5,2600,3100,,3072,28,,,"",FCBGA1168,"DDR3L-1333, 1600; LPDDR3-1333, 1600",https://ark.intel.com/content/www/us/en/ark/products/83508/intel-core-i54278u-processor-3m-cache-up-to-3-10-ghz.html,Mobile,16777216,Discontinued,100,83508,40mm x 24mm x 1.5mm
42,2,4,Intel Core i5-4308U,i5-4308U,2014-08-01,22,5,2800,3300,,3072,28,,,"",FCBGA1168,"DDR3L-1333, 1600; LPDDR3-1333, 1600",https://ark.intel.com/content/www/us/en/ark/products/83507/intel-core-i54308u-processor-3m-cache-up-to-3-30-ghz.html,Mobile,16777216,Discontinued,100,83507,40mm x 24mm x 1.5mm
43,4,4,Intel Core i5-4590S,i5-4590S,2014-05-01,22,5,3000,3700,,6144,65,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80816/intel-core-i54590s-processor-6m-cache-up-to-3-70-ghz.html,Desktop,33554432,Launched,71.35,80816,37.5mm x 37.5mm
44,4,4,Intel Core i5-4590,i5-4590,2014-05-01,22,5,3300,3700,,6144,84,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80815/intel-core-i54590-processor-6m-cache-up-to-3-70-ghz.html,Desktop,33554432,Discontinued,72.72,80815,37.5mm x 37.5mm
45,4,4,Intel Core i5-4690T,i5-4690T,2014-05-01,22,5,2500,3500,,6144,45,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80813/intel-core-i54690t-processor-6m-cache-up-to-3-50-ghz.html,Desktop,33554432,Discontinued,71.45,80813,37.5mm x 37.5mm
46,4,4,Intel Core i5-4690S,i5-4690S,2014-05-01,22,5,3200,3900,,6144,65,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80812/intel-core-i54690s-processor-6m-cache-up-to-3-90-ghz.html,Desktop,33554432,Discontinued,71.35,80812,37.5mm x 37.5mm
47,4,4,Intel Core i5-4690K,i5-4690K,2014-05-01,22,5,3500,3900,,6144,88,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80811/intel-core-i54690k-processor-6m-cache-up-to-3-90-ghz.html,Desktop,33554432,Discontinued,72.72,80811,37.5mm x 37.5mm
48,4,4,Intel Core i5-4690,i5-4690,2014-05-01,22,5,3500,3900,,6144,84,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/80810/intel-core-i54690-processor-6m-cache-up-to-3-90-ghz.html,Desktop,33554432,Discontinued,72.72,80810,37.5mm x 37.5mm
49,2,4,Intel Core i5-4310M,i5-4310M,2014-02-01,22,5,2700,3400,,3072,37,,,"",,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/80373/intel-core-i54310m-processor-3m-cache-up-to-3-40-ghz.html,Mobile,33554432,Discontinued,100,80373,37.5mm x 37.5mm x 4.7mm
50,2,4,Intel Core i5-4340M,i5-4340M,2014-02-01,22,5,2900,3600,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/80344/intel-core-i54340m-processor-3m-cache-up-to-3-60-ghz.html,Mobile,33554432,Discontinued,100,80344,37.5mm x 37.5mm x 4.7mm
51,2,4,Intel Core i5-4310U,i5-4310U,2014-02-01,22,5,2000,3000,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/80343/intel-core-i54310u-processor-3m-cache-up-to-3-00-ghz.html,Mobile,16777216,Discontinued,100,80343,40mm x 24mm x 1.5mm
52,4,4,Intel Core i5-6685R,i5-6685R,2016-05-01,14,8,3200,3800,,6144,65,,,"",,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://ark.intel.com/content/www/us/en/ark/products/93338/intel-core-i56685r-processor-6m-cache-up-to-3-80-ghz.html,Desktop,67108864,Discontinued,71,93338,42mm x 28mm
53,2,4,Intel Core i5-4422E,i5-4422E,2014-05-01,22,5,1800,2900,,3072,25,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/79201/intel-core-i54422e-processor-3m-cache-up-to-2-90-ghz.html,Embedded,16777216,Launched,100,79201,37.5mm x 32mm x 1.6mm
54,2,4,Intel Core i5-4410E,i5-4410E,2014-05-01,22,5,2900,,,3072,37,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/79199/intel-core-i54410e-processor-3m-cache-up-to-2-90-ghz.html,Embedded,16777216,Launched,100,79199,37.5mm x 32mm x 1.6mm
55,2,4,Intel Core i5-4210H,i5-4210H,2014-08-01,22,5,2900,3500,,3072,47,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/78929/intel-core-i54210h-processor-3m-cache-up-to-3-50-ghz.html,Mobile,33554432,Discontinued,100,78929,37.5mm x 32mm x 1.65mm
56,4,4,Intel Core i5-4590T,i5-4590T,2014-05-01,22,5,2000,3000,,6144,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/78928/intel-core-i54590t-processor-6m-cache-up-to-3-00-ghz.html,Desktop,33554432,Launched,66.35,78928,37.5mm x 37.5mm
57,4,4,Intel Core i5-4460T,i5-4460T,2014-05-01,22,5,1900,2700,,6144,35,,,"",FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://ark.intel.com/content/www/us/en/ark/products/78927/intel-core-i54460t-processor-6m-cache-up-to-2-70-ghz.html,Desktop,33554432,Discontinued,66.35,78927,37.5mm x 37.5mm
58,2,4,Intel Core i5-4330M,i5-4330M,2013-11-01,22,5,2800,3500,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76750/intel-core-i54330m-processor-3m-cache-up-to-3-50-ghz.html,Mobile,33554432,Discontinued,100,76750,37.5mm x 37.5mm x 4.7mm
59,4,4,Intel Core i5-4670R,i5-4670R,2013-05-01,22,5,3000,3700,,4096,65,,,"",FCBGA1364,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/76641/intel-core-i54670r-processor-4m-cache-up-to-3-70-ghz.html,Desktop,33554432,Discontinued,,76641,37.5mm x 32mm x 1.65mm
60,4,4,Intel Core i5-4570R,i5-4570R,2013-05-01,22,5,2700,3200,,4096,65,,,"",FCBGA1364,DDR3 and DDR3L 1333/1600 at 1.5V,https://ark.intel.com/content/www/us/en/ark/products/76640/intel-core-i54570r-processor-4m-cache-up-to-3-20-ghz.html,Desktop,33554432,Discontinued,,76640,37.5mm x 32mm x 1.65mm
61,2,4,Intel Core i5-4302Y,i5-4302Y,2013-08-01,22,5,1600,2300,,3072,11.5,,,"",,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76613/intel-core-i54302y-processor-3m-cache-up-to-2-30-ghz.html,Mobile,16777216,Discontinued,100,76613,40mm x 24mm x 1.5mm
62,2,4,Intel Core i5-4300Y,i5-4300Y,2013-08-01,22,5,1600,2300,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76612/intel-core-i54300y-processor-3m-cache-up-to-2-30-ghz.html,Mobile,16777216,Discontinued,100,76612,40mm x 24mm x 1.5mm
63,2,4,Intel Core i5-4210Y,i5-4210Y,2013-08-01,22,5,1500,1900,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76611/intel-core-i54210y-processor-3m-cache-up-to-1-90-ghz.html,Mobile,16777216,Discontinued,100,76611,40mm x 24mm x 1.5mm
64,2,4,Intel Core i5-4202Y,i5-4202Y,2013-08-01,22,5,1600,2000,,3072,11.5,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76610/intel-core-i54202y-processor-3m-cache-up-to-2-00-ghz.html,Mobile,16777216,Discontinued,100,76610,40mm x 24mm x 1.5mm
65,2,4,Intel Core i5-4200M,i5-4200M,2013-11-01,22,5,2500,3100,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76348/intel-core-i54200m-processor-3m-cache-up-to-3-10-ghz.html,Mobile,33554432,Discontinued,100,76348,37.5mm x 37.5mm x 4.7mm
66,2,4,Intel Core i5-4300M,i5-4300M,2013-11-01,22,5,2600,3300,,3072,37,,,"",FCPGA946,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76347/intel-core-i54300m-processor-3m-cache-up-to-3-30-ghz.html,Mobile,33554432,Discontinued,100,76347,37.5mm x 37.5mm x 4.7mm
67,2,4,Intel Core i5-4300U,i5-4300U,2013-08-01,22,5,1900,2900,,3072,15,,,"",FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://ark.intel.com/content/www/us/en/ark/products/76308/intel-core-i54300u-processor-3m-cache-up-to-2-90-ghz.html,Mobile,16777216,Launched,100,76308,40mm x 24mm x 1.5mm
68,2,4,Intel Core i5-4402E,i5-4402E,2013-08-01,22,5,1600,2700,,3072,25,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76307/intel-core-i54402e-processor-3m-cache-up-to-2-70-ghz.html,Embedded,16777216,Launched,100,76307,37.5mm x 32mm x 1.6mm
69,2,4,Intel Core i5-4400E,i5-4400E,2013-08-01,22,5,2700,3300,,3072,37,,,"",FCBGA1364,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/76292/intel-core-i54400e-processor-3m-cache-up-to-3-30-ghz.html,Embedded,16777216,Launched,100,76292,37.5mm x 32mm x 1.6mm
70,2,4,Intel Core i5-4288U,i5-4288U,2013-08-01,22,5,2600,3100,,3072,28,,,"",FCBGA1168,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/75991/intel-core-i54288u-processor-3m-cache-up-to-3-10-ghz.html,Mobile,16777216,Discontinued,100,75991,40mm x 24mm x 1.5mm
71,2,4,Intel Core i5-4258U,i5-4258U,2013-08-01,22,5,2400,2900,,3072,28,,,"",FCBGA1168,DDR3L 1333/1600,https://ark.intel.com/content/www/us/en/ark/products/75990/intel-core-i54258u-processor-3m-cache-up-to-2-90-ghz.html,Mobile,16777216,Discontinued,100,75990,40mm x 24mm x 1.5mm
72,2,4,Intel Core i5-8200Y,i5-8200Y,2018-08-01,14,4,1300,3900,1600,4096,5,7,,"",FCBGA1515,"LPDDR3-1866, DDR3L-1600",https://ark.intel.com/content/www/us/en/ark/products/185280/intel-core-i58200y-processor-4m-cache-up-to-3-90-ghz.html,Mobile,16777216,Launched,100,185280,20mm X 16.5mm
73,4,8,Intel Core i5-8265U,i5-8265U,2018-08-01,14,4,1600,3900,1800,6144,15,25,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/149088/intel-core-i58265u-processor-6m-cache-up-to-3-90-ghz.html,Mobile,67108864,Launched,100,149088,46x24
74,4,8,Intel Core i5-8305G,i5-8305G,2018-08-01,14,8,2800,3800,,6144,,,,"",BGA2270,DDR4-2400,https://ark.intel.com/content/www/us/en/ark/products/148964/intel-core-i58305g-processor-with-radeon-pro-wx-vega-m-gl-graphics-6m-cache-up-to-3-80-ghz.html,Mobile,67108864,Discontinued,100,148964,31mm x 58.5mm
75,6,6,"Intel Core i5+8400 (9M Cache, up to 4.00 GHz) includes Intel Optane Memory",i5-8400,2018-05-01,14,8,2800,4000,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/140644/intel-core-i58400-processor-9m-cache-up-to-4-00-ghz-includes-intel-optane-memory-16gb.html,Desktop,67108864,Launched,100,140644,37.5mm x 37.5mm
76,6,6,"Intel Core i5+8500 (9M Cache, up to 4.10 GHz) includes Intel Optane Memory",i5-8500,2018-05-01,14,8,3000,4100,,9216,65,,,"",FCLGA1151,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/140643/intel-core-i58500-processor-9m-cache-up-to-4-10-ghz-includes-intel-optane-memory-16gb.html,Desktop,67108864,Launched,100,140643,37.5mm x 37.5mm
77,4,8,Intel Core i5-8269U,i5-8269U,2018-05-01,14,4,2600,4200,,6144,28,,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/137980/intel-core-i58269u-processor-6m-cache-up-to-4-20-ghz.html,Mobile,33554432,Launched,100,137980,46x24
78,4,8,Intel Core i5-8259U,i5-8259U,2018-05-01,14,4,2300,3800,,6144,28,,,"",FCBGA1528,"DDR4-2400, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/135935/intel-core-i58259u-processor-6m-cache-up-to-3-80-ghz.html,Mobile,33554432,Launched,100,135935,46x24
79,6,6,Intel Core i5-8500B,i5-8500B,2018-05-01,14,8,3000,4100,,9216,65,,,"",FCBGA1440,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134892/intel-core-i58500b-processor-9m-cache-up-to-4-10-ghz.html,Mobile,67108864,Discontinued,100,134892,42mm x 28mm
80,6,6,Intel Core i5-8400B,i5-8400B,2018-05-01,14,8,2800,4000,,9216,65,,,"",FCBGA1440,DDR4-2666,https://ark.intel.com/content/www/us/en/ark/products/134888/intel-core-i58400b-processor-9m-cache-up-to-4-00-ghz.html,Mobile,67108864,Discontinued,100,134888,42mm x 28mm
81,4,8,Intel Core i5-8400H,i5-8400H,2018-05-01,14,8,2500,4200,,8192,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/134877/intel-core-i58400h-processor-8m-cache-up-to-4-20-ghz.html,Mobile,67108864,Launched,100,134877,42mm x 28mm
82,4,8,Intel Core i5-8300H,i5-8300H,2018-05-01,14,8,2300,4000,,8192,45,,,"",FCBGA1440,"DDR4-2666, LPDDR3-2133",https://ark.intel.com/content/www/us/en/ark/products/134876/intel-core-i58300h-processor-8m-cache-up-to-4-00-ghz.html,Mobile,67108864,Launched,100,134876,42mm x 28mm
83,4,8,Intel Core i5-8305G,i5-8305G,2018-02-01,14,8,2800,3800,,6144,,,,"",BGA2270,DDR4-2400,https://ark.intel.com/content/www/us/en/ark/products/130408/intel-core-i58305g-processor-with-radeon-rx-vega-m-gl-graphics-6m-cache-up-to-3-80-ghz.html,Mobile,67108864,Announced,100,130408,31mm x 58.5mm
